PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,LastName,Title,OtherName,OtherNameExists,AgeBin,TicketPrefix,TicketNo,FareBin,CabinLevel,CabinQty,NoCabin
159,0,3,"Smiljanic, Mr. Mile",male,NA,0,0,315037,8.6625,NA,S,Smiljanic,Mr,NA,FALSE,NA,NA,315037,7,NA,NA,TRUE
160,0,3,"Sage, Master. Thomas Henry",male,NA,8,2,CA. 2343,69.55,NA,S,Sage,Master,NA,FALSE,NA,CA,2343,18,NA,NA,TRUE
161,0,3,"Cribb, Mr. John Hatfield",male,44,0,1,371362,16.1,NA,S,Cribb,Mr,NA,FALSE,17,NA,371362,12,NA,NA,TRUE
162,1,2,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",female,40,0,0,C.A. 33595,15.75,NA,S,Watt,Mrs,"Elizabeth ""Bessie"" Inglis Milne",TRUE,16,CA,33595,11,NA,NA,TRUE
163,0,3,"Bengtsson, Mr. John Viktor",male,26,0,0,347068,7.775,NA,S,Bengtsson,Mr,NA,FALSE,9,NA,347068,4,NA,NA,TRUE
164,0,3,"Calic, Mr. Jovo",male,17,0,0,315093,8.6625,NA,S,Calic,Mr,NA,FALSE,4,NA,315093,7,NA,NA,TRUE
165,0,3,"Panula, Master. Eino Viljami",male,1,4,1,3101295,39.6875,NA,S,Panula,Master,NA,FALSE,1,NA,3101295,17,NA,NA,TRUE
166,1,3,"Goldsmith, Master. Frank John William ""Frankie""",male,9,0,2,363291,20.525,NA,S,Goldsmith,Master,NA,FALSE,2,NA,363291,12,NA,NA,TRUE
167,1,1,"Chibnall, Mrs. (Edith Martha Bowerman)",female,NA,0,1,113505,55,E33,S,Chibnall,Mrs,Edith Martha Bowerman,TRUE,NA,NA,113505,17,E,1,FALSE
168,0,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,45,1,4,347088,27.9,NA,S,Skoog,Mrs,Anna Bernhardina Karlsson,TRUE,18,NA,347088,15,NA,NA,TRUE
169,0,1,"Baumann, Mr. John D",male,NA,0,0,PC 17318,25.925,NA,S,Baumann,Mr,NA,FALSE,NA,PC,17318,13,NA,NA,TRUE
170,0,3,"Ling, Mr. Lee",male,28,0,0,1601,56.4958,NA,S,Ling,Mr,NA,FALSE,11,NA,1601,18,NA,NA,TRUE
171,0,1,"Van der hoef, Mr. Wyckoff",male,61,0,0,111240,33.5,B19,S,Van der hoef,Mr,NA,FALSE,20,NA,111240,16,B,1,FALSE
172,0,3,"Rice, Master. Arthur",male,4,4,1,382652,29.125,NA,Q,Rice,Master,NA,FALSE,2,NA,382652,15,NA,NA,TRUE
173,1,3,"Johnson, Miss. Eleanor Ileen",female,1,1,1,347742,11.1333,NA,S,Johnson,Miss,NA,FALSE,1,NA,347742,9,NA,NA,TRUE
174,0,3,"Sivola, Mr. Antti Wilhelm",male,21,0,0,STON/O 2. 3101280,7.925,NA,S,Sivola,Mr,NA,FALSE,6,STON/O 2,3101280,6,NA,NA,TRUE
175,0,1,"Smith, Mr. James Clinch",male,56,0,0,17764,30.6958,A7,C,Smith,Mr,NA,FALSE,20,NA,17764,15,A,1,FALSE
176,0,3,"Klasen, Mr. Klas Albin",male,18,1,1,350404,7.8542,NA,S,Klasen,Mr,NA,FALSE,4,NA,350404,5,NA,NA,TRUE
177,0,3,"Lefebre, Master. Henry Forbes",male,NA,3,1,4133,25.4667,NA,S,Lefebre,Master,NA,FALSE,NA,NA,4133,13,NA,NA,TRUE
178,0,1,"Isham, Miss. Ann Elizabeth",female,50,0,0,PC 17595,28.7125,C49,C,Isham,Miss,NA,FALSE,19,PC,17595,15,C,1,FALSE
179,0,2,"Hale, Mr. Reginald",male,30,0,0,250653,13,NA,S,Hale,Mr,NA,FALSE,12,NA,250653,10,NA,NA,TRUE
180,0,3,"Leonard, Mr. Lionel",male,36,0,0,LINE,0,NA,S,Leonard,Mr,NA,FALSE,15,NA,LINE,1,NA,NA,TRUE
181,0,3,"Sage, Miss. Constance Gladys",female,NA,8,2,CA. 2343,69.55,NA,S,Sage,Miss,NA,FALSE,NA,CA,2343,18,NA,NA,TRUE
182,0,2,"Pernot, Mr. Rene",male,NA,0,0,SC/PARIS 2131,15.05,NA,C,Pernot,Mr,NA,FALSE,NA,SC/PARIS,2131,11,NA,NA,TRUE
183,0,3,"Asplund, Master. Clarence Gustaf Hugo",male,9,4,2,347077,31.3875,NA,S,Asplund,Master,NA,FALSE,2,NA,347077,16,NA,NA,TRUE
184,1,2,"Becker, Master. Richard F",male,1,2,1,230136,39,F4,S,Becker,Master,NA,FALSE,1,NA,230136,16,F,1,FALSE
185,1,3,"Kink-Heilmann, Miss. Luise Gretchen",female,4,0,2,315153,22.025,NA,S,Kink-Heilmann,Miss,NA,FALSE,2,NA,315153,13,NA,NA,TRUE
186,0,1,"Rood, Mr. Hugh Roscoe",male,NA,0,0,113767,50,A32,S,Rood,Mr,NA,FALSE,NA,NA,113767,17,A,1,FALSE
187,1,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,NA,1,0,370365,15.5,NA,Q,O'Brien,Mrs,"Johanna ""Hannah"" Godfrey",TRUE,NA,NA,370365,11,NA,NA,TRUE
188,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",male,45,0,0,111428,26.55,NA,S,Romaine,Mr,"""Mr C Rolmane""",TRUE,18,NA,111428,14,NA,NA,TRUE
189,0,3,"Bourke, Mr. John",male,40,1,1,364849,15.5,NA,Q,Bourke,Mr,NA,FALSE,16,NA,364849,11,NA,NA,TRUE
190,0,3,"Turcin, Mr. Stjepan",male,36,0,0,349247,7.8958,NA,S,Turcin,Mr,NA,FALSE,15,NA,349247,5,NA,NA,TRUE
191,1,2,"Pinsky, Mrs. (Rosa)",female,32,0,0,234604,13,NA,S,Pinsky,Mrs,Rosa,TRUE,13,NA,234604,10,NA,NA,TRUE
192,0,2,"Carbines, Mr. William",male,19,0,0,28424,13,NA,S,Carbines,Mr,NA,FALSE,5,NA,28424,10,NA,NA,TRUE
193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19,1,0,350046,7.8542,NA,S,Andersen-Jensen,Miss,NA,FALSE,5,NA,350046,5,NA,NA,TRUE
194,1,2,"Navratil, Master. Michel M",male,3,1,1,230080,26,F2,S,Navratil,Master,NA,FALSE,1,NA,230080,14,F,1,FALSE
195,1,1,"Brown, Mrs. James Joseph (Margaret Tobin)",female,44,0,0,PC 17610,27.7208,B4,C,Brown,Mrs,Margaret Tobin,TRUE,17,PC,17610,15,B,1,FALSE
196,1,1,"Lurette, Miss. Elise",female,58,0,0,PC 17569,146.5208,B80,C,Lurette,Miss,NA,FALSE,20,PC,17569,20,B,1,FALSE
197,0,3,"Mernagh, Mr. Robert",male,NA,0,0,368703,7.75,NA,Q,Mernagh,Mr,NA,FALSE,NA,NA,368703,4,NA,NA,TRUE
198,0,3,"Olsen, Mr. Karl Siegwart Andreas",male,42,0,1,4579,8.4042,NA,S,Olsen,Mr,NA,FALSE,17,NA,4579,7,NA,NA,TRUE
199,1,3,"Madigan, Miss. Margaret ""Maggie""",female,NA,0,0,370370,7.75,NA,Q,Madigan,Miss,NA,FALSE,NA,NA,370370,4,NA,NA,TRUE
200,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,24,0,0,248747,13,NA,S,Yrois,Miss,"""Mrs Harbeck""",TRUE,8,NA,248747,10,NA,NA,TRUE
201,0,3,"Vande Walle, Mr. Nestor Cyriel",male,28,0,0,345770,9.5,NA,S,Vande Walle,Mr,NA,FALSE,11,NA,345770,8,NA,NA,TRUE
202,0,3,"Sage, Mr. Frederick",male,NA,8,2,CA. 2343,69.55,NA,S,Sage,Mr,NA,FALSE,NA,CA,2343,18,NA,NA,TRUE
203,0,3,"Johanson, Mr. Jakob Alfred",male,34,0,0,3101264,6.4958,NA,S,Johanson,Mr,NA,FALSE,14,NA,3101264,1,NA,NA,TRUE
204,0,3,"Youseff, Mr. Gerious",male,45.5,0,0,2628,7.225,NA,C,Youseff,Mr,NA,FALSE,18,NA,2628,2,NA,NA,TRUE
205,1,3,"Cohen, Mr. Gurshon ""Gus""",male,18,0,0,A/5 3540,8.05,NA,S,Cohen,Mr,NA,FALSE,4,A/5,3540,7,NA,NA,TRUE
206,0,3,"Strom, Miss. Telma Matilda",female,2,0,1,347054,10.4625,G6,S,Strom,Miss,NA,FALSE,1,NA,347054,8,G,1,FALSE
207,0,3,"Backstrom, Mr. Karl Alfred",male,32,1,0,3101278,15.85,NA,S,Backstrom,Mr,NA,FALSE,13,NA,3101278,11,NA,NA,TRUE
208,1,3,"Albimona, Mr. Nassef Cassem",male,26,0,0,2699,18.7875,NA,C,Albimona,Mr,NA,FALSE,9,NA,2699,12,NA,NA,TRUE
209,1,3,"Carr, Miss. Helen ""Ellen""",female,16,0,0,367231,7.75,NA,Q,Carr,Miss,NA,FALSE,3,NA,367231,4,NA,NA,TRUE
210,1,1,"Blank, Mr. Henry",male,40,0,0,112277,31,A31,C,Blank,Mr,NA,FALSE,16,NA,112277,16,A,1,FALSE
211,0,3,"Ali, Mr. Ahmed",male,24,0,0,SOTON/O.Q. 3101311,7.05,NA,S,Ali,Mr,NA,FALSE,8,SOTON/OQ,3101311,1,NA,NA,TRUE
212,1,2,"Cameron, Miss. Clear Annie",female,35,0,0,F.C.C. 13528,21,NA,S,Cameron,Miss,NA,FALSE,14,FCC,13528,12,NA,NA,TRUE
213,0,3,"Perkin, Mr. John Henry",male,22,0,0,A/5 21174,7.25,NA,S,Perkin,Mr,NA,FALSE,7,A/5,21174,2,NA,NA,TRUE
214,0,2,"Givard, Mr. Hans Kristensen",male,30,0,0,250646,13,NA,S,Givard,Mr,NA,FALSE,12,NA,250646,10,NA,NA,TRUE
215,0,3,"Kiernan, Mr. Philip",male,NA,1,0,367229,7.75,NA,Q,Kiernan,Mr,NA,FALSE,NA,NA,367229,4,NA,NA,TRUE
216,1,1,"Newell, Miss. Madeleine",female,31,1,0,35273,113.275,D36,C,Newell,Miss,NA,FALSE,12,NA,35273,20,D,1,FALSE
217,1,3,"Honkanen, Miss. Eliina",female,27,0,0,STON/O2. 3101283,7.925,NA,S,Honkanen,Miss,NA,FALSE,10,STON/O2,3101283,6,NA,NA,TRUE
218,0,2,"Jacobsohn, Mr. Sidney Samuel",male,42,1,0,243847,27,NA,S,Jacobsohn,Mr,NA,FALSE,17,NA,243847,15,NA,NA,TRUE
219,1,1,"Bazzani, Miss. Albina",female,32,0,0,11813,76.2917,D15,C,Bazzani,Miss,NA,FALSE,13,NA,11813,18,D,1,FALSE
220,0,2,"Harris, Mr. Walter",male,30,0,0,W/C 14208,10.5,NA,S,Harris,Mr,NA,FALSE,12,W/C,14208,9,NA,NA,TRUE
221,1,3,"Sunderland, Mr. Victor Francis",male,16,0,0,SOTON/OQ 392089,8.05,NA,S,Sunderland,Mr,NA,FALSE,3,SOTON/OQ,392089,7,NA,NA,TRUE
222,0,2,"Bracken, Mr. James H",male,27,0,0,220367,13,NA,S,Bracken,Mr,NA,FALSE,10,NA,220367,10,NA,NA,TRUE
223,0,3,"Green, Mr. George Henry",male,51,0,0,21440,8.05,NA,S,Green,Mr,NA,FALSE,19,NA,21440,7,NA,NA,TRUE
224,0,3,"Nenkoff, Mr. Christo",male,NA,0,0,349234,7.8958,NA,S,Nenkoff,Mr,NA,FALSE,NA,NA,349234,5,NA,NA,TRUE
225,1,1,"Hoyt, Mr. Frederick Maxfield",male,38,1,0,19943,90,C93,S,Hoyt,Mr,NA,FALSE,16,NA,19943,19,C,1,FALSE
226,0,3,"Berglund, Mr. Karl Ivar Sven",male,22,0,0,PP 4348,9.35,NA,S,Berglund,Mr,NA,FALSE,7,PP,4348,8,NA,NA,TRUE
227,1,2,"Mellors, Mr. William John",male,19,0,0,SW/PP 751,10.5,NA,S,Mellors,Mr,NA,FALSE,5,SW/PP,751,9,NA,NA,TRUE
228,0,3,"Lovell, Mr. John Hall (""Henry"")",male,20.5,0,0,A/5 21173,7.25,NA,S,Lovell,Mr,"""Henry""",TRUE,6,A/5,21173,2,NA,NA,TRUE
229,0,2,"Fahlstrom, Mr. Arne Jonas",male,18,0,0,236171,13,NA,S,Fahlstrom,Mr,NA,FALSE,4,NA,236171,10,NA,NA,TRUE
230,0,3,"Lefebre, Miss. Mathilde",female,NA,3,1,4133,25.4667,NA,S,Lefebre,Miss,NA,FALSE,NA,NA,4133,13,NA,NA,TRUE
231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,35,1,0,36973,83.475,C83,S,Harris,Mrs,Irene Wallach,TRUE,14,NA,36973,19,C,1,FALSE
232,0,3,"Larsson, Mr. Bengt Edvin",male,29,0,0,347067,7.775,NA,S,Larsson,Mr,NA,FALSE,11,NA,347067,4,NA,NA,TRUE
233,0,2,"Sjostedt, Mr. Ernst Adolf",male,59,0,0,237442,13.5,NA,S,Sjostedt,Mr,NA,FALSE,20,NA,237442,10,NA,NA,TRUE
234,1,3,"Asplund, Miss. Lillian Gertrud",female,5,4,2,347077,31.3875,NA,S,Asplund,Miss,NA,FALSE,2,NA,347077,16,NA,NA,TRUE
235,0,2,"Leyson, Mr. Robert William Norman",male,24,0,0,C.A. 29566,10.5,NA,S,Leyson,Mr,NA,FALSE,8,CA,29566,9,NA,NA,TRUE
236,0,3,"Harknett, Miss. Alice Phoebe",female,NA,0,0,W./C. 6609,7.55,NA,S,Harknett,Miss,NA,FALSE,NA,W/C,6609,3,NA,NA,TRUE
237,0,2,"Hold, Mr. Stephen",male,44,1,0,26707,26,NA,S,Hold,Mr,NA,FALSE,17,NA,26707,14,NA,NA,TRUE
238,1,2,"Collyer, Miss. Marjorie ""Lottie""",female,8,0,2,C.A. 31921,26.25,NA,S,Collyer,Miss,NA,FALSE,2,CA,31921,14,NA,NA,TRUE
239,0,2,"Pengelly, Mr. Frederick William",male,19,0,0,28665,10.5,NA,S,Pengelly,Mr,NA,FALSE,5,NA,28665,9,NA,NA,TRUE
240,0,2,"Hunt, Mr. George Henry",male,33,0,0,SCO/W 1585,12.275,NA,S,Hunt,Mr,NA,FALSE,13,SCO/W,1585,9,NA,NA,TRUE
241,0,3,"Zabour, Miss. Thamine",female,NA,1,0,2665,14.4542,NA,C,Zabour,Miss,NA,FALSE,NA,NA,2665,11,NA,NA,TRUE
242,1,3,"Murphy, Miss. Katherine ""Kate""",female,NA,1,0,367230,15.5,NA,Q,Murphy,Miss,NA,FALSE,NA,NA,367230,11,NA,NA,TRUE
243,0,2,"Coleridge, Mr. Reginald Charles",male,29,0,0,W./C. 14263,10.5,NA,S,Coleridge,Mr,NA,FALSE,11,W/C,14263,9,NA,NA,TRUE
244,0,3,"Maenpaa, Mr. Matti Alexanteri",male,22,0,0,STON/O 2. 3101275,7.125,NA,S,Maenpaa,Mr,NA,FALSE,7,STON/O 2,3101275,1,NA,NA,TRUE
245,0,3,"Attalah, Mr. Sleiman",male,30,0,0,2694,7.225,NA,C,Attalah,Mr,NA,FALSE,12,NA,2694,2,NA,NA,TRUE
246,0,1,"Minahan, Dr. William Edward",male,44,2,0,19928,90,C78,Q,Minahan,Dr,NA,FALSE,17,NA,19928,19,C,1,FALSE
247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,25,0,0,347071,7.775,NA,S,Lindahl,Miss,NA,FALSE,9,NA,347071,4,NA,NA,TRUE
248,1,2,"Hamalainen, Mrs. William (Anna)",female,24,0,2,250649,14.5,NA,S,Hamalainen,Mrs,Anna,TRUE,8,NA,250649,11,NA,NA,TRUE
249,1,1,"Beckwith, Mr. Richard Leonard",male,37,1,1,11751,52.5542,D35,S,Beckwith,Mr,NA,FALSE,15,NA,11751,17,D,1,FALSE
250,0,2,"Carter, Rev. Ernest Courtenay",male,54,1,0,244252,26,NA,S,Carter,Rev,NA,FALSE,19,NA,244252,14,NA,NA,TRUE
251,0,3,"Reed, Mr. James George",male,NA,0,0,362316,7.25,NA,S,Reed,Mr,NA,FALSE,NA,NA,362316,2,NA,NA,TRUE
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29,1,1,347054,10.4625,G6,S,Strom,Mrs,Elna Matilda Persson,TRUE,11,NA,347054,8,G,1,FALSE
253,0,1,"Stead, Mr. William Thomas",male,62,0,0,113514,26.55,C87,S,Stead,Mr,NA,FALSE,20,NA,113514,14,C,1,FALSE
254,0,3,"Lobb, Mr. William Arthur",male,30,1,0,A/5. 3336,16.1,NA,S,Lobb,Mr,NA,FALSE,12,A/5,3336,12,NA,NA,TRUE
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41,0,2,370129,20.2125,NA,S,Rosblom,Mrs,Helena Wilhelmina,TRUE,17,NA,370129,12,NA,NA,TRUE
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29,0,2,2650,15.2458,NA,C,Touma,Mrs,Hanne Youssef Razi,TRUE,11,NA,2650,11,NA,NA,TRUE
257,1,1,"Thorne, Mrs. Gertrude Maybelle",female,NA,0,0,PC 17585,79.2,NA,C,Thorne,Mrs,NA,FALSE,NA,PC,17585,19,NA,NA,TRUE
258,1,1,"Cherry, Miss. Gladys",female,30,0,0,110152,86.5,B77,S,Cherry,Miss,NA,FALSE,12,NA,110152,19,B,1,FALSE
259,1,1,"Ward, Miss. Anna",female,35,0,0,PC 17755,512.3292,NA,C,Ward,Miss,NA,FALSE,14,PC,17755,20,NA,NA,TRUE
260,1,2,"Parrish, Mrs. (Lutie Davis)",female,50,0,1,230433,26,NA,S,Parrish,Mrs,Lutie Davis,TRUE,19,NA,230433,14,NA,NA,TRUE
261,0,3,"Smith, Mr. Thomas",male,NA,0,0,384461,7.75,NA,Q,Smith,Mr,NA,FALSE,NA,NA,384461,4,NA,NA,TRUE
262,1,3,"Asplund, Master. Edvin Rojj Felix",male,3,4,2,347077,31.3875,NA,S,Asplund,Master,NA,FALSE,1,NA,347077,16,NA,NA,TRUE
263,0,1,"Taussig, Mr. Emil",male,52,1,1,110413,79.65,E67,S,Taussig,Mr,NA,FALSE,19,NA,110413,19,E,1,FALSE
264,0,1,"Harrison, Mr. William",male,40,0,0,112059,0,B94,S,Harrison,Mr,NA,FALSE,16,NA,112059,1,B,1,FALSE
265,0,3,"Henry, Miss. Delia",female,NA,0,0,382649,7.75,NA,Q,Henry,Miss,NA,FALSE,NA,NA,382649,4,NA,NA,TRUE
266,0,2,"Reeves, Mr. David",male,36,0,0,C.A. 17248,10.5,NA,S,Reeves,Mr,NA,FALSE,15,CA,17248,9,NA,NA,TRUE
267,0,3,"Panula, Mr. Ernesti Arvid",male,16,4,1,3101295,39.6875,NA,S,Panula,Mr,NA,FALSE,3,NA,3101295,17,NA,NA,TRUE
268,1,3,"Persson, Mr. Ernst Ulrik",male,25,1,0,347083,7.775,NA,S,Persson,Mr,NA,FALSE,9,NA,347083,4,NA,NA,TRUE
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58,0,1,PC 17582,153.4625,C125,S,Graham,Mrs,Edith Junkins,TRUE,20,PC,17582,20,C,1,FALSE
270,1,1,"Bissette, Miss. Amelia",female,35,0,0,PC 17760,135.6333,C99,S,Bissette,Miss,NA,FALSE,14,PC,17760,20,C,1,FALSE
271,0,1,"Cairns, Mr. Alexander",male,NA,0,0,113798,31,NA,S,Cairns,Mr,NA,FALSE,NA,NA,113798,16,NA,NA,TRUE
272,1,3,"Tornquist, Mr. William Henry",male,25,0,0,LINE,0,NA,S,Tornquist,Mr,NA,FALSE,9,NA,LINE,1,NA,NA,TRUE
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41,0,1,250644,19.5,NA,S,Mellinger,Mrs,Elizabeth Anne Maidment,TRUE,17,NA,250644,12,NA,NA,TRUE
274,0,1,"Natsch, Mr. Charles H",male,37,0,1,PC 17596,29.7,C118,C,Natsch,Mr,NA,FALSE,15,PC,17596,15,C,1,FALSE
275,1,3,"Healy, Miss. Hanora ""Nora""",female,NA,0,0,370375,7.75,NA,Q,Healy,Miss,NA,FALSE,NA,NA,370375,4,NA,NA,TRUE
276,1,1,"Andrews, Miss. Kornelia Theodosia",female,63,1,0,13502,77.9583,D7,S,Andrews,Miss,NA,FALSE,20,NA,13502,19,D,1,FALSE
277,0,3,"Lindblom, Miss. Augusta Charlotta",female,45,0,0,347073,7.75,NA,S,Lindblom,Miss,NA,FALSE,18,NA,347073,4,NA,NA,TRUE
278,0,2,"Parkes, Mr. Francis ""Frank""",male,NA,0,0,239853,0,NA,S,Parkes,Mr,NA,FALSE,NA,NA,239853,1,NA,NA,TRUE
279,0,3,"Rice, Master. Eric",male,7,4,1,382652,29.125,NA,Q,Rice,Master,NA,FALSE,2,NA,382652,15,NA,NA,TRUE
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35,1,1,C.A. 2673,20.25,NA,S,Abbott,Mrs,Rosa Hunt,TRUE,14,CA,2673,12,NA,NA,TRUE
281,0,3,"Duane, Mr. Frank",male,65,0,0,336439,7.75,NA,Q,Duane,Mr,NA,FALSE,20,NA,336439,4,NA,NA,TRUE
282,0,3,"Olsson, Mr. Nils Johan Goransson",male,28,0,0,347464,7.8542,NA,S,Olsson,Mr,NA,FALSE,11,NA,347464,5,NA,NA,TRUE
283,0,3,"de Pelsmaeker, Mr. Alfons",male,16,0,0,345778,9.5,NA,S,de Pelsmaeker,Mr,NA,FALSE,3,NA,345778,8,NA,NA,TRUE
284,1,3,"Dorking, Mr. Edward Arthur",male,19,0,0,A/5. 10482,8.05,NA,S,Dorking,Mr,NA,FALSE,5,A/5,10482,7,NA,NA,TRUE
285,0,1,"Smith, Mr. Richard William",male,NA,0,0,113056,26,A19,S,Smith,Mr,NA,FALSE,NA,NA,113056,14,A,1,FALSE
286,0,3,"Stankovic, Mr. Ivan",male,33,0,0,349239,8.6625,NA,C,Stankovic,Mr,NA,FALSE,13,NA,349239,7,NA,NA,TRUE
287,1,3,"de Mulder, Mr. Theodore",male,30,0,0,345774,9.5,NA,S,de Mulder,Mr,NA,FALSE,12,NA,345774,8,NA,NA,TRUE
288,0,3,"Naidenoff, Mr. Penko",male,22,0,0,349206,7.8958,NA,S,Naidenoff,Mr,NA,FALSE,7,NA,349206,5,NA,NA,TRUE
289,1,2,"Hosono, Mr. Masabumi",male,42,0,0,237798,13,NA,S,Hosono,Mr,NA,FALSE,17,NA,237798,10,NA,NA,TRUE
290,1,3,"Connolly, Miss. Kate",female,22,0,0,370373,7.75,NA,Q,Connolly,Miss,NA,FALSE,7,NA,370373,4,NA,NA,TRUE
291,1,1,"Barber, Miss. Ellen ""Nellie""",female,26,0,0,19877,78.85,NA,S,Barber,Miss,NA,FALSE,9,NA,19877,19,NA,NA,TRUE
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19,1,0,11967,91.0792,B49,C,Bishop,Mrs,Helen Walton,TRUE,5,NA,11967,19,B,1,FALSE
293,0,2,"Levy, Mr. Rene Jacques",male,36,0,0,SC/Paris 2163,12.875,D,C,Levy,Mr,NA,FALSE,15,SC/Paris,2163,9,D,0,FALSE
294,0,3,"Haas, Miss. Aloisia",female,24,0,0,349236,8.85,NA,S,Haas,Miss,NA,FALSE,8,NA,349236,7,NA,NA,TRUE
295,0,3,"Mineff, Mr. Ivan",male,24,0,0,349233,7.8958,NA,S,Mineff,Mr,NA,FALSE,8,NA,349233,5,NA,NA,TRUE
296,0,1,"Lewy, Mr. Ervin G",male,NA,0,0,PC 17612,27.7208,NA,C,Lewy,Mr,NA,FALSE,NA,PC,17612,15,NA,NA,TRUE
297,0,3,"Hanna, Mr. Mansour",male,23.5,0,0,2693,7.2292,NA,C,Hanna,Mr,NA,FALSE,7,NA,2693,2,NA,NA,TRUE
298,0,1,"Allison, Miss. Helen Loraine",female,2,1,2,113781,151.55,C22 C26,S,Allison,Miss,NA,FALSE,1,NA,113781,20,C,2,FALSE
299,1,1,"Saalfeld, Mr. Adolphe",male,NA,0,0,19988,30.5,C106,S,Saalfeld,Mr,NA,FALSE,NA,NA,19988,15,C,1,FALSE
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50,0,1,PC 17558,247.5208,B58 B60,C,Baxter,Mrs,Helene DeLaudeniere Chaput,TRUE,19,PC,17558,20,B,2,FALSE
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,NA,0,0,9234,7.75,NA,Q,Kelly,Miss,NA,FALSE,NA,NA,9234,4,NA,NA,TRUE
302,1,3,"McCoy, Mr. Bernard",male,NA,2,0,367226,23.25,NA,Q,McCoy,Mr,NA,FALSE,NA,NA,367226,13,NA,NA,TRUE
303,0,3,"Johnson, Mr. William Cahoone Jr",male,19,0,0,LINE,0,NA,S,Johnson,Mr,NA,FALSE,5,NA,LINE,1,NA,NA,TRUE
304,1,2,"Keane, Miss. Nora A",female,NA,0,0,226593,12.35,E101,Q,Keane,Miss,NA,FALSE,NA,NA,226593,9,E,1,FALSE
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",male,NA,0,0,A/5 2466,8.05,NA,S,Williams,Mr,NA,FALSE,NA,A/5,2466,7,NA,NA,TRUE
306,1,1,"Allison, Master. Hudson Trevor",male,0.92,1,2,113781,151.55,C22 C26,S,Allison,Master,NA,FALSE,1,NA,113781,20,C,2,FALSE
307,1,1,"Fleming, Miss. Margaret",female,NA,0,0,17421,110.8833,NA,C,Fleming,Miss,NA,FALSE,NA,NA,17421,19,NA,NA,TRUE
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17,1,0,PC 17758,108.9,C65,C,Penasco y Castellana,Mrs,Maria Josefa Perez de Soto y Vallejo,TRUE,4,PC,17758,19,C,1,FALSE
309,0,2,"Abelson, Mr. Samuel",male,30,1,0,P/PP 3381,24,NA,C,Abelson,Mr,NA,FALSE,12,P/PP,3381,13,NA,NA,TRUE
310,1,1,"Francatelli, Miss. Laura Mabel",female,30,0,0,PC 17485,56.9292,E36,C,Francatelli,Miss,NA,FALSE,12,PC,17485,18,E,1,FALSE
311,1,1,"Hays, Miss. Margaret Bechstein",female,24,0,0,11767,83.1583,C54,C,Hays,Miss,NA,FALSE,8,NA,11767,19,C,1,FALSE
312,1,1,"Ryerson, Miss. Emily Borie",female,18,2,2,PC 17608,262.375,B57 B59 B63 B66,C,Ryerson,Miss,NA,FALSE,4,PC,17608,20,B,4,FALSE
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,26,1,1,250651,26,NA,S,Lahtinen,Mrs,Anna Sylfven,TRUE,9,NA,250651,14,NA,NA,TRUE
314,0,3,"Hendekovic, Mr. Ignjac",male,28,0,0,349243,7.8958,NA,S,Hendekovic,Mr,NA,FALSE,11,NA,349243,5,NA,NA,TRUE
315,0,2,"Hart, Mr. Benjamin",male,43,1,1,F.C.C. 13529,26.25,NA,S,Hart,Mr,NA,FALSE,17,FCC,13529,14,NA,NA,TRUE
316,1,3,"Nilsson, Miss. Helmina Josefina",female,26,0,0,347470,7.8542,NA,S,Nilsson,Miss,NA,FALSE,9,NA,347470,5,NA,NA,TRUE
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24,1,0,244367,26,NA,S,Kantor,Mrs,Miriam Sternin,TRUE,8,NA,244367,14,NA,NA,TRUE
318,0,2,"Moraweck, Dr. Ernest",male,54,0,0,29011,14,NA,S,Moraweck,Dr,NA,FALSE,19,NA,29011,10,NA,NA,TRUE
319,1,1,"Wick, Miss. Mary Natalie",female,31,0,2,36928,164.8667,C7,S,Wick,Miss,NA,FALSE,12,NA,36928,20,C,1,FALSE
